image_path,steer,throttle
images/복도주행1_00000.jpg,0,0
images/복도주행1_00001.jpg,0,0
images/복도주행1_00002.jpg,0,28
images/복도주행1_00003.jpg,0,55
images/복도주행1_00004.jpg,0,97
images/복도주행1_00005.jpg,0,97
images/복도주행1_00006.jpg,0,100
images/복도주행1_00007.jpg,0,100
images/복도주행1_00008.jpg,0,100
images/복도주행1_00009.jpg,0,99
images/복도주행1_00010.jpg,0,93
images/복도주행1_00011.jpg,0,93
images/복도주행1_00012.jpg,0,93
images/복도주행1_00013.jpg,0,93
images/복도주행1_00014.jpg,0,93
images/복도주행1_00015.jpg,-47,93
images/복도주행1_00016.jpg,-47,77
images/복도주행1_00017.jpg,-58,77
images/복도주행1_00018.jpg,-78,77
images/복도주행1_00019.jpg,-68,77
images/복도주행1_00020.jpg,0,77
images/복도주행1_00021.jpg,0,85
images/복도주행1_00022.jpg,-25,83
images/복도주행1_00023.jpg,-111,95
images/복도주행1_00024.jpg,-84,110
images/복도주행1_00025.jpg,0,114
images/복도주행1_00026.jpg,0,116
images/복도주행1_00027.jpg,-166,116
images/복도주행1_00028.jpg,-78,116
images/복도주행1_00029.jpg,-78,116
images/복도주행1_00030.jpg,0,116
images/복도주행1_00031.jpg,0,116
images/복도주행1_00032.jpg,0,116
images/복도주행1_00033.jpg,0,122
images/복도주행1_00034.jpg,140,122
images/복도주행1_00035.jpg,0,122
images/복도주행1_00036.jpg,0,116
images/복도주행1_00037.jpg,0,106
images/복도주행1_00038.jpg,0,112
images/복도주행1_00039.jpg,0,89
images/복도주행1_00040.jpg,0,100
images/복도주행1_00041.jpg,0,106
images/복도주행1_00042.jpg,0,118
images/복도주행1_00043.jpg,0,118
images/복도주행1_00044.jpg,122,118
images/복도주행1_00045.jpg,0,118
images/복도주행1_00046.jpg,0,128
images/복도주행1_00047.jpg,0,106
images/복도주행1_00048.jpg,0,108
images/복도주행1_00049.jpg,55,110
images/복도주행1_00050.jpg,102,110
images/복도주행1_00051.jpg,0,110
images/복도주행1_00052.jpg,0,110
images/복도주행1_00053.jpg,59,106
images/복도주행1_00054.jpg,0,100
images/복도주행1_00055.jpg,0,100
images/복도주행1_00056.jpg,0,100
images/복도주행1_00057.jpg,0,73
images/복도주행1_00058.jpg,118,71
images/복도주행1_00059.jpg,0,106
images/복도주행1_00060.jpg,0,91
images/복도주행1_00061.jpg,0,106
images/복도주행1_00062.jpg,0,104
images/복도주행1_00063.jpg,0,104
images/복도주행1_00064.jpg,0,104
images/복도주행1_00065.jpg,0,104
images/복도주행1_00066.jpg,0,104
images/복도주행1_00067.jpg,0,100
images/복도주행1_00068.jpg,0,100
images/복도주행1_00069.jpg,0,100
images/복도주행1_00070.jpg,0,100
images/복도주행1_00071.jpg,0,100
images/복도주행1_00072.jpg,0,112
images/복도주행1_00073.jpg,0,102
images/복도주행1_00074.jpg,0,114
images/복도주행1_00075.jpg,0,112
images/복도주행1_00076.jpg,0,108
images/복도주행1_00077.jpg,0,112
images/복도주행1_00078.jpg,-56,108
images/복도주행1_00079.jpg,-76,110
images/복도주행1_00080.jpg,-143,104
images/복도주행1_00081.jpg,-143,104
images/복도주행1_00082.jpg,0,100
images/복도주행1_00083.jpg,0,100
images/복도주행1_00084.jpg,0,100
images/복도주행1_00085.jpg,0,97
images/복도주행1_00086.jpg,24,87
images/복도주행1_00087.jpg,112,85
images/복도주행1_00088.jpg,214,87
images/복도주행1_00089.jpg,214,87
images/복도주행1_00090.jpg,0,85
images/복도주행1_00091.jpg,0,89
images/복도주행1_00092.jpg,0,89
images/복도주행1_00093.jpg,0,89
images/복도주행1_00094.jpg,0,89
images/복도주행1_00095.jpg,0,89
images/복도주행1_00096.jpg,0,106
images/복도주행1_00097.jpg,0,114
images/복도주행1_00098.jpg,0,110
images/복도주행1_00099.jpg,-50,112
images/복도주행1_00100.jpg,-96,100
images/복도주행1_00101.jpg,-49,100
images/복도주행1_00102.jpg,-43,89
images/복도주행1_00103.jpg,-76,100
images/복도주행1_00104.jpg,-143,102
images/복도주행1_00105.jpg,-154,110
images/복도주행1_00106.jpg,-119,112
images/복도주행1_00107.jpg,0,118
images/복도주행1_00108.jpg,0,118
images/복도주행1_00109.jpg,0,114
images/복도주행1_00110.jpg,0,97
images/복도주행1_00111.jpg,-180,104
images/복도주행1_00112.jpg,-188,110
images/복도주행1_00113.jpg,0,110
images/복도주행1_00114.jpg,0,91
images/복도주행1_00115.jpg,0,104
images/복도주행1_00116.jpg,0,102
images/복도주행1_00117.jpg,0,102
images/복도주행1_00118.jpg,0,104
images/복도주행1_00119.jpg,0,102
images/복도주행1_00120.jpg,0,102
images/복도주행1_00121.jpg,0,122
images/복도주행1_00122.jpg,100,106
images/복도주행1_00123.jpg,144,106
images/복도주행1_00124.jpg,0,100
images/복도주행1_00125.jpg,30,100
images/복도주행1_00126.jpg,122,100
images/복도주행1_00127.jpg,0,112
images/복도주행1_00128.jpg,0,102
images/복도주행1_00129.jpg,169,102
images/복도주행1_00130.jpg,0,87
images/복도주행1_00131.jpg,0,87
images/복도주행1_00132.jpg,0,87
images/복도주행1_00133.jpg,134,85
images/복도주행1_00134.jpg,0,87
images/복도주행1_00135.jpg,0,85
images/복도주행1_00136.jpg,0,85
images/복도주행1_00137.jpg,0,87
images/복도주행1_00138.jpg,-58,100
images/복도주행1_00139.jpg,-131,100
images/복도주행1_00140.jpg,-156,89
images/복도주행1_00141.jpg,0,83
images/복도주행1_00142.jpg,0,65
images/복도주행1_00143.jpg,0,53
images/복도주행1_00144.jpg,0,69
images/복도주행1_00145.jpg,0,69
images/복도주행1_00146.jpg,0,75
images/복도주행1_00147.jpg,0,75
images/복도주행1_00148.jpg,159,75
images/복도주행1_00149.jpg,0,83
images/복도주행1_00150.jpg,0,65
images/복도주행1_00151.jpg,0,79
images/복도주행1_00152.jpg,0,77
images/복도주행1_00153.jpg,0,59
images/복도주행1_00154.jpg,0,0
images/복도주행1_00155.jpg,0,0
images/복도주행1_00156.jpg,0,0
images/복도주행1_00157.jpg,0,0
images/복도주행1_00158.jpg,0,0
images/복도주행1_00159.jpg,0,0
images/복도주행1_00160.jpg,0,0
images/복도주행1_00161.jpg,0,0
images/복도주행1_00162.jpg,0,0
images/복도주행1_00163.jpg,0,0
images/복도주행1_00164.jpg,0,0
images/복도주행1_00165.jpg,0,-23
images/복도주행1_00166.jpg,0,-25
images/복도주행1_00167.jpg,0,-45
images/복도주행1_00168.jpg,0,-50
images/복도주행1_00169.jpg,0,-50
images/복도주행1_00170.jpg,0,-25
images/복도주행1_00171.jpg,0,0
images/복도주행1_00172.jpg,0,0
images/복도주행1_00173.jpg,0,0
images/복도주행1_00174.jpg,0,0
images/복도주행1_00175.jpg,0,0
images/복도주행1_00176.jpg,0,0
images/복도주행1_00177.jpg,0,0
images/복도주행1_00178.jpg,0,0
images/복도주행1_00179.jpg,0,0
images/복도주행1_00180.jpg,0,0
images/복도주행1_00181.jpg,0,0
images/복도주행1_00182.jpg,0,0
images/복도주행1_00183.jpg,0,0
images/복도주행2_00000.jpg,0,0
images/복도주행2_00001.jpg,0,0
images/복도주행2_00002.jpg,0,0
images/복도주행2_00003.jpg,0,0
images/복도주행2_00004.jpg,0,0
images/복도주행2_00005.jpg,0,0
images/복도주행2_00006.jpg,0,75
images/복도주행2_00007.jpg,0,75
images/복도주행2_00008.jpg,0,89
images/복도주행2_00009.jpg,22,93
images/복도주행2_00010.jpg,38,93
images/복도주행2_00011.jpg,22,93
images/복도주행2_00012.jpg,0,93
images/복도주행2_00013.jpg,0,93
images/복도주행2_00014.jpg,0,93
images/복도주행2_00015.jpg,26,79
images/복도주행2_00016.jpg,28,67
images/복도주행2_00017.jpg,28,67
images/복도주행2_00018.jpg,28,87
images/복도주행2_00019.jpg,83,95
images/복도주행2_00020.jpg,0,95
images/복도주행2_00021.jpg,0,95
images/복도주행2_00022.jpg,0,116
images/복도주행2_00023.jpg,87,118
images/복도주행2_00024.jpg,97,118
images/복도주행2_00025.jpg,138,118
images/복도주행2_00026.jpg,0,122
images/복도주행2_00027.jpg,0,134
images/복도주행2_00028.jpg,0,134
images/복도주행2_00029.jpg,0,134
images/복도주행2_00030.jpg,89,140
images/복도주행2_00031.jpg,0,142
images/복도주행2_00032.jpg,22,142
images/복도주행2_00033.jpg,189,140
images/복도주행2_00034.jpg,0,142
images/복도주행2_00035.jpg,0,142
images/복도주행2_00036.jpg,0,140
images/복도주행2_00037.jpg,0,130
images/복도주행2_00038.jpg,0,130
images/복도주행2_00039.jpg,0,130
images/복도주행2_00040.jpg,0,130
images/복도주행2_00041.jpg,0,104
images/복도주행2_00042.jpg,0,104
images/복도주행2_00043.jpg,-98,73
images/복도주행2_00044.jpg,-133,57
images/복도주행2_00045.jpg,-139,40
images/복도주행2_00046.jpg,-156,44
images/복도주행2_00047.jpg,0,59
images/복도주행2_00048.jpg,0,79
images/복도주행2_00049.jpg,0,112
images/복도주행2_00050.jpg,0,112
images/복도주행2_00051.jpg,122,99
images/복도주행2_00052.jpg,65,97
images/복도주행2_00053.jpg,112,97
images/복도주행2_00054.jpg,0,97
images/복도주행2_00055.jpg,0,97
images/복도주행2_00056.jpg,0,97
images/복도주행2_00057.jpg,0,81
images/복도주행2_00058.jpg,0,87
images/복도주행2_00059.jpg,69,91
images/복도주행2_00060.jpg,0,110
images/복도주행2_00061.jpg,0,124
images/복도주행2_00062.jpg,0,116
images/복도주행2_00063.jpg,99,102
images/복도주행2_00064.jpg,0,100
images/복도주행2_00065.jpg,0,100
images/복도주행2_00066.jpg,0,100
images/복도주행2_00067.jpg,0,100
images/복도주행2_00068.jpg,175,100
images/복도주행2_00069.jpg,0,100
images/복도주행2_00070.jpg,0,63
images/복도주행2_00071.jpg,0,65
images/복도주행2_00072.jpg,0,65
images/복도주행2_00073.jpg,0,65
images/복도주행2_00074.jpg,0,65
images/복도주행2_00075.jpg,0,55
images/복도주행2_00076.jpg,0,57
images/복도주행2_00077.jpg,-115,61
images/복도주행2_00078.jpg,0,134
images/복도주행2_00079.jpg,0,112
images/복도주행2_00080.jpg,0,116
images/복도주행2_00081.jpg,0,116
images/복도주행2_00082.jpg,0,116
images/복도주행2_00083.jpg,0,108
images/복도주행2_00084.jpg,0,89
images/복도주행2_00085.jpg,38,89
images/복도주행2_00086.jpg,91,89
images/복도주행2_00087.jpg,95,69
images/복도주행2_00088.jpg,97,83
images/복도주행2_00089.jpg,26,79
images/복도주행2_00090.jpg,0,83
images/복도주행2_00091.jpg,0,91
images/복도주행2_00092.jpg,0,85
images/복도주행2_00093.jpg,0,99
images/복도주행2_00094.jpg,20,99
images/복도주행2_00095.jpg,151,81
images/복도주행2_00096.jpg,144,79
images/복도주행2_00097.jpg,0,79
images/복도주행2_00098.jpg,0,97
images/복도주행2_00099.jpg,0,110
images/복도주행2_00100.jpg,0,128
images/복도주행2_00101.jpg,0,120
images/복도주행2_00102.jpg,0,153
images/복도주행2_00103.jpg,0,146
images/복도주행2_00104.jpg,0,120
images/복도주행2_00105.jpg,0,104
images/복도주행2_00106.jpg,0,85
images/복도주행2_00107.jpg,0,85
images/복도주행2_00108.jpg,-54,89
images/복도주행2_00109.jpg,-145,50
images/복도주행2_00110.jpg,-149,24
images/복도주행2_00111.jpg,-135,61
images/복도주행2_00112.jpg,-125,61
images/복도주행2_00113.jpg,-82,85
images/복도주행2_00114.jpg,0,116
images/복도주행2_00115.jpg,0,120
images/복도주행2_00116.jpg,0,144
images/복도주행2_00117.jpg,0,155
images/복도주행2_00118.jpg,0,151
images/복도주행2_00119.jpg,0,151
images/복도주행2_00120.jpg,0,144
images/복도주행2_00121.jpg,0,136
images/복도주행2_00122.jpg,0,100
images/복도주행2_00123.jpg,0,116
images/복도주행2_00124.jpg,0,122
images/복도주행2_00125.jpg,0,155
images/복도주행2_00126.jpg,-94,142
images/복도주행2_00127.jpg,-147,140
images/복도주행2_00128.jpg,0,140
images/복도주행2_00129.jpg,0,138
images/복도주행2_00130.jpg,0,138
images/복도주행2_00131.jpg,0,132
images/복도주행2_00132.jpg,0,132
images/복도주행2_00133.jpg,0,126
images/복도주행2_00134.jpg,26,99
images/복도주행2_00135.jpg,130,93
images/복도주행2_00136.jpg,161,73
images/복도주행2_00137.jpg,0,95
images/복도주행2_00138.jpg,0,95
images/복도주행2_00139.jpg,0,93
images/복도주행2_00140.jpg,0,89
images/복도주행2_00141.jpg,0,89
images/복도주행2_00142.jpg,0,99
images/복도주행2_00143.jpg,0,99
images/복도주행2_00144.jpg,120,110
images/복도주행2_00145.jpg,0,104
images/복도주행2_00146.jpg,0,61
images/복도주행2_00147.jpg,0,59
images/복도주행2_00148.jpg,59,63
images/복도주행2_00149.jpg,0,51
images/복도주행2_00150.jpg,0,51
images/복도주행2_00151.jpg,175,0
images/복도주행2_00152.jpg,0,0
images/복도주행2_00153.jpg,0,0
images/복도주행2_00154.jpg,0,0
images/복도주행2_00155.jpg,0,0
images/복도주행2_00156.jpg,0,0
images/복도주행2_00157.jpg,0,0
images/복도주행2_00158.jpg,0,-37
images/복도주행2_00159.jpg,0,-37
images/복도주행2_00160.jpg,0,-37
images/복도주행2_00161.jpg,0,0
images/복도주행2_00162.jpg,0,-27
images/복도주행2_00163.jpg,0,-35
images/복도주행2_00164.jpg,0,-35
images/복도주행2_00165.jpg,0,-29
images/복도주행2_00166.jpg,0,-31
images/복도주행2_00167.jpg,0,-31
images/복도주행2_00168.jpg,0,-31
images/복도주행2_00169.jpg,0,-31
images/복도주행2_00170.jpg,0,0
images/복도주행2_00171.jpg,0,0
images/복도주행2_00172.jpg,0,0
images/복도주행2_00173.jpg,0,0
images/복도주행2_00174.jpg,0,0
images/복도주행2_00175.jpg,0,0
images/복도주행2_00176.jpg,0,0
images/복도주행2_00177.jpg,0,0
images/복도주행2_00178.jpg,0,0
images/복도주행2_00179.jpg,0,0
images/복도주행2_00180.jpg,0,0
images/복도주행2_00181.jpg,0,0
images/복도주행2_00182.jpg,0,0
images/복도주행2_00183.jpg,0,0
images/복도주행2_00184.jpg,0,0
images/복도주행2_00185.jpg,0,0
images/복도주행2_00186.jpg,0,0
images/복도주행2_00187.jpg,0,0
images/복도주행2_00188.jpg,0,0
images/복도주행2_00189.jpg,0,0
images/복도주행2_00190.jpg,0,0
images/복도주행3_00000.jpg,0,28
images/복도주행3_00001.jpg,0,46
images/복도주행3_00002.jpg,0,61
images/복도주행3_00003.jpg,26,75
images/복도주행3_00004.jpg,36,89
images/복도주행3_00005.jpg,36,89
images/복도주행3_00006.jpg,36,116
images/복도주행3_00007.jpg,38,128
images/복도주행3_00008.jpg,65,138
images/복도주행3_00009.jpg,97,140
images/복도주행3_00010.jpg,104,140
images/복도주행3_00011.jpg,57,140
images/복도주행3_00012.jpg,34,140
images/복도주행3_00013.jpg,73,140
images/복도주행3_00014.jpg,28,140
images/복도주행3_00015.jpg,0,140
images/복도주행3_00016.jpg,0,140
images/복도주행3_00017.jpg,0,140
images/복도주행3_00018.jpg,0,140
images/복도주행3_00019.jpg,0,140
images/복도주행3_00020.jpg,0,122
images/복도주행3_00021.jpg,0,128
images/복도주행3_00022.jpg,0,130
images/복도주행3_00023.jpg,0,128
images/복도주행3_00024.jpg,0,128
images/복도주행3_00025.jpg,0,106
images/복도주행3_00026.jpg,53,97
images/복도주행3_00027.jpg,20,87
images/복도주행3_00028.jpg,0,85
images/복도주행3_00029.jpg,0,85
images/복도주행3_00030.jpg,0,85
images/복도주행3_00031.jpg,0,85
images/복도주행3_00032.jpg,0,85
images/복도주행3_00033.jpg,0,85
images/복도주행3_00034.jpg,0,104
images/복도주행3_00035.jpg,0,100
images/복도주행3_00036.jpg,0,112
images/복도주행3_00037.jpg,-39,100
images/복도주행3_00038.jpg,-194,59
images/복도주행3_00039.jpg,-131,63
images/복도주행3_00040.jpg,0,67
images/복도주행3_00041.jpg,0,67
images/복도주행3_00042.jpg,0,67
images/복도주행3_00043.jpg,169,73
images/복도주행3_00044.jpg,216,61
images/복도주행3_00045.jpg,0,61
images/복도주행3_00046.jpg,0,61
images/복도주행3_00047.jpg,0,81
images/복도주행3_00048.jpg,0,99
images/복도주행3_00049.jpg,0,120
images/복도주행3_00050.jpg,0,118
images/복도주행3_00051.jpg,-70,118
images/복도주행3_00052.jpg,-125,114
images/복도주행3_00053.jpg,-125,106
images/복도주행3_00054.jpg,-113,106
images/복도주행3_00055.jpg,-111,81
images/복도주행3_00056.jpg,0,71
images/복도주행3_00057.jpg,0,93
images/복도주행3_00058.jpg,0,93
images/복도주행3_00059.jpg,0,95
images/복도주행3_00060.jpg,0,104
images/복도주행3_00061.jpg,48,112
images/복도주행3_00062.jpg,75,112
images/복도주행3_00063.jpg,99,124
images/복도주행3_00064.jpg,0,112
images/복도주행3_00065.jpg,0,112
images/복도주행3_00066.jpg,0,106
images/복도주행3_00067.jpg,36,100
images/복도주행3_00068.jpg,100,97
images/복도주행3_00069.jpg,108,99
images/복도주행3_00070.jpg,114,97
images/복도주행3_00071.jpg,75,97
images/복도주행3_00072.jpg,0,97
images/복도주행3_00073.jpg,0,122
images/복도주행3_00074.jpg,130,130
images/복도주행3_00075.jpg,0,132
images/복도주행3_00076.jpg,0,142
images/복도주행3_00077.jpg,0,142
images/복도주행3_00078.jpg,0,116
images/복도주행3_00079.jpg,0,73
images/복도주행3_00080.jpg,28,77
images/복도주행3_00081.jpg,114,85
images/복도주행3_00082.jpg,114,89
images/복도주행3_00083.jpg,93,93
images/복도주행3_00084.jpg,0,122
images/복도주행3_00085.jpg,0,116
images/복도주행3_00086.jpg,0,85
